"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"GBR","CPI","TOT","AGRWTH","M","2000-09",1,
"GBR","CPI","TOT","AGRWTH","M","2000-10",1,
"GBR","CPI","TOT","AGRWTH","M","2000-11",1.1,
"GBR","CPI","TOT","AGRWTH","M","2000-12",0.8,
"GBR","CPI","TOT","AGRWTH","M","2001-01",0.9,
"GBR","CPI","TOT","AGRWTH","M","2001-02",0.8,
"GBR","CPI","TOT","AGRWTH","M","2001-03",0.9,
"GBR","CPI","TOT","AGRWTH","M","2001-04",1.2,
"GBR","CPI","TOT","AGRWTH","M","2001-05",1.7,
"GBR","CPI","TOT","AGRWTH","M","2001-06",1.7,
"GBR","CPI","TOT","AGRWTH","M","2001-07",1.4,
"GBR","CPI","TOT","AGRWTH","M","2001-08",1.8,
"GBR","CPI","TOT","AGRWTH","M","2001-09",1.3,
"GBR","CPI","TOT","AGRWTH","M","2001-10",1.2,
"GBR","CPI","TOT","AGRWTH","M","2001-11",0.8,
"GBR","CPI","TOT","AGRWTH","M","2001-12",1.1,
"GBR","CPI","TOT","AGRWTH","M","2002-01",1.6,
"GBR","CPI","TOT","AGRWTH","M","2002-02",1.5,
"GBR","CPI","TOT","AGRWTH","M","2002-03",1.5,
"GBR","CPI","TOT","AGRWTH","M","2002-04",1.4,
"GBR","CPI","TOT","AGRWTH","M","2002-05",0.8,
"GBR","CPI","TOT","AGRWTH","M","2002-06",0.6,
"GBR","CPI","TOT","AGRWTH","M","2002-07",1.1,
"GBR","CPI","TOT","AGRWTH","M","2002-08",1,
"GBR","CPI","TOT","AGRWTH","M","2002-09",1,
"GBR","CPI","TOT","AGRWTH","M","2002-10",1.4,
"GBR","CPI","TOT","AGRWTH","M","2002-11",1.5,
"GBR","CPI","TOT","AGRWTH","M","2002-12",1.7,
"GBR","CPI","TOT","AGRWTH","M","2003-01",1.3,
"GBR","CPI","TOT","AGRWTH","M","2003-02",1.6,
"GBR","CPI","TOT","AGRWTH","M","2003-03",1.5,
"GBR","CPI","TOT","AGRWTH","M","2003-04",1.4,
"GBR","CPI","TOT","AGRWTH","M","2003-05",1.3,
"GBR","CPI","TOT","AGRWTH","M","2003-06",1.1,
"GBR","CPI","TOT","AGRWTH","M","2003-07",1.3,
"GBR","CPI","TOT","AGRWTH","M","2003-08",1.4,
"GBR","CPI","TOT","AGRWTH","M","2003-09",1.4,
"GBR","CPI","TOT","AGRWTH","M","2003-10",1.4,
"GBR","CPI","TOT","AGRWTH","M","2003-11",1.3,
"GBR","CPI","TOT","AGRWTH","M","2003-12",1.3,
"GBR","CPI","TOT","AGRWTH","M","2004-01",1.4,
"GBR","CPI","TOT","AGRWTH","M","2004-02",1.3,
"GBR","CPI","TOT","AGRWTH","M","2004-03",1.1,
"GBR","CPI","TOT","AGRWTH","M","2004-04",1.1,
"GBR","CPI","TOT","AGRWTH","M","2004-05",1.5,
"GBR","CPI","TOT","AGRWTH","M","2004-06",1.6,
"GBR","CPI","TOT","AGRWTH","M","2004-07",1.4,
"GBR","CPI","TOT","AGRWTH","M","2004-08",1.3,
"GBR","CPI","TOT","AGRWTH","M","2004-09",1.1,
"GBR","CPI","TOT","AGRWTH","M","2004-10",1.2,
"GBR","CPI","TOT","AGRWTH","M","2004-11",1.5,
"GBR","CPI","TOT","AGRWTH","M","2004-12",1.7,
"GBR","CPI","TOT","AGRWTH","M","2005-01",1.6,
"GBR","CPI","TOT","AGRWTH","M","2005-02",1.7,
"GBR","CPI","TOT","AGRWTH","M","2005-03",1.9,
"GBR","CPI","TOT","AGRWTH","M","2005-04",1.9,
"GBR","CPI","TOT","AGRWTH","M","2005-05",1.9,
"GBR","CPI","TOT","AGRWTH","M","2005-06",2,
"GBR","CPI","TOT","AGRWTH","M","2005-07",2.3,
"GBR","CPI","TOT","AGRWTH","M","2005-08",2.4,
"GBR","CPI","TOT","AGRWTH","M","2005-09",2.5,
"GBR","CPI","TOT","AGRWTH","M","2005-10",2.3,
"GBR","CPI","TOT","AGRWTH","M","2005-11",2.1,
"GBR","CPI","TOT","AGRWTH","M","2005-12",1.9,
"GBR","CPI","TOT","AGRWTH","M","2006-01",1.9,
"GBR","CPI","TOT","AGRWTH","M","2006-02",2,
"GBR","CPI","TOT","AGRWTH","M","2006-03",1.8,
"GBR","CPI","TOT","AGRWTH","M","2006-04",2,
"GBR","CPI","TOT","AGRWTH","M","2006-05",2.2,
"GBR","CPI","TOT","AGRWTH","M","2006-06",2.5,
"GBR","CPI","TOT","AGRWTH","M","2006-07",2.4,
"GBR","CPI","TOT","AGRWTH","M","2006-08",2.5,
"GBR","CPI","TOT","AGRWTH","M","2006-09",2.4,
"GBR","CPI","TOT","AGRWTH","M","2006-10",2.4,
"GBR","CPI","TOT","AGRWTH","M","2006-11",2.7,
"GBR","CPI","TOT","AGRWTH","M","2006-12",3,
"GBR","CPI","TOT","AGRWTH","M","2007-01",2.7,
"GBR","CPI","TOT","AGRWTH","M","2007-02",2.8,
"GBR","CPI","TOT","AGRWTH","M","2007-03",3.1,
"GBR","CPI","TOT","AGRWTH","M","2007-04",2.8,
"GBR","CPI","TOT","AGRWTH","M","2007-05",2.5,
"GBR","CPI","TOT","AGRWTH","M","2007-06",2.4,
"GBR","CPI","TOT","AGRWTH","M","2007-07",1.9,
"GBR","CPI","TOT","AGRWTH","M","2007-08",1.8,
"GBR","CPI","TOT","AGRWTH","M","2007-09",1.8,
"GBR","CPI","TOT","AGRWTH","M","2007-10",2.1,
"GBR","CPI","TOT","AGRWTH","M","2007-11",2.1,
"GBR","CPI","TOT","AGRWTH","M","2007-12",2.1,
"GBR","CPI","TOT","AGRWTH","M","2008-01",2.2,
"GBR","CPI","TOT","AGRWTH","M","2008-02",2.5,
"GBR","CPI","TOT","AGRWTH","M","2008-03",2.5,
"GBR","CPI","TOT","AGRWTH","M","2008-04",3,
"GBR","CPI","TOT","AGRWTH","M","2008-05",3.3,
"GBR","CPI","TOT","AGRWTH","M","2008-06",3.8,
"GBR","CPI","TOT","AGRWTH","M","2008-07",4.4,
"GBR","CPI","TOT","AGRWTH","M","2008-08",4.7,
"GBR","CPI","TOT","AGRWTH","M","2008-09",5.2,
"GBR","CPI","TOT","AGRWTH","M","2008-10",4.5,
"GBR","CPI","TOT","AGRWTH","M","2008-11",4.1,
"GBR","CPI","TOT","AGRWTH","M","2008-12",3.1,
"GBR","CPI","TOT","AGRWTH","M","2009-01",3,
"GBR","CPI","TOT","AGRWTH","M","2009-02",3.2,
"GBR","CPI","TOT","AGRWTH","M","2009-03",2.9,
"GBR","CPI","TOT","AGRWTH","M","2009-04",2.3,
"GBR","CPI","TOT","AGRWTH","M","2009-05",2.2,
"GBR","CPI","TOT","AGRWTH","M","2009-06",1.8,
"GBR","CPI","TOT","AGRWTH","M","2009-07",1.8,
"GBR","CPI","TOT","AGRWTH","M","2009-08",1.6,
"GBR","CPI","TOT","AGRWTH","M","2009-09",1.1,
"GBR","CPI","TOT","AGRWTH","M","2009-10",1.5,
"GBR","CPI","TOT","AGRWTH","M","2009-11",1.9,
"GBR","CPI","TOT","AGRWTH","M","2009-12",2.9,
"GBR","CPI","TOT","AGRWTH","M","2010-01",3.5,
"GBR","CPI","TOT","AGRWTH","M","2010-02",3,
"GBR","CPI","TOT","AGRWTH","M","2010-03",3.4,
"GBR","CPI","TOT","AGRWTH","M","2010-04",3.7,
"GBR","CPI","TOT","AGRWTH","M","2010-05",3.4,
"GBR","CPI","TOT","AGRWTH","M","2010-06",3.2,
"GBR","CPI","TOT","AGRWTH","M","2010-07",3.1,
"GBR","CPI","TOT","AGRWTH","M","2010-08",3.1,
"GBR","CPI","TOT","AGRWTH","M","2010-09",3.1,
"GBR","CPI","TOT","AGRWTH","M","2010-10",3.2,
"GBR","CPI","TOT","AGRWTH","M","2010-11",3.3,
"GBR","CPI","TOT","AGRWTH","M","2010-12",3.7,
"GBR","CPI","TOT","AGRWTH","M","2011-01",4,
"GBR","CPI","TOT","AGRWTH","M","2011-02",4.4,
"GBR","CPI","TOT","AGRWTH","M","2011-03",4,
"GBR","CPI","TOT","AGRWTH","M","2011-04",4.5,
"GBR","CPI","TOT","AGRWTH","M","2011-05",4.5,
"GBR","CPI","TOT","AGRWTH","M","2011-06",4.2,
"GBR","CPI","TOT","AGRWTH","M","2011-07",4.4,
"GBR","CPI","TOT","AGRWTH","M","2011-08",4.5,
"GBR","CPI","TOT","AGRWTH","M","2011-09",5.2,
"GBR","CPI","TOT","AGRWTH","M","2011-10",5,
"GBR","CPI","TOT","AGRWTH","M","2011-11",4.8,
"GBR","CPI","TOT","AGRWTH","M","2011-12",4.2,
"GBR","CPI","TOT","AGRWTH","M","2012-01",3.6,
"GBR","CPI","TOT","AGRWTH","M","2012-02",3.4,
"GBR","CPI","TOT","AGRWTH","M","2012-03",3.5,
"GBR","CPI","TOT","AGRWTH","M","2012-04",3,
"GBR","CPI","TOT","AGRWTH","M","2012-05",2.8,
"GBR","CPI","TOT","AGRWTH","M","2012-06",2.4,
"GBR","CPI","TOT","AGRWTH","M","2012-07",2.6,
"GBR","CPI","TOT","AGRWTH","M","2012-08",2.5,
"GBR","CPI","TOT","AGRWTH","M","2012-09",2.2,
"GBR","CPI","TOT","AGRWTH","M","2012-10",2.7,
"GBR","CPI","TOT","AGRWTH","M","2012-11",2.7,
"GBR","CPI","TOT","AGRWTH","M","2012-12",2.7,
"GBR","CPI","TOT","AGRWTH","M","2013-01",2.7,
"GBR","CPI","TOT","AGRWTH","M","2013-02",2.8,
"GBR","CPI","TOT","AGRWTH","M","2013-03",2.8,
"GBR","CPI","TOT","AGRWTH","M","2013-04",2.4,
"GBR","CPI","TOT","AGRWTH","M","2013-05",2.7,
"GBR","CPI","TOT","AGRWTH","M","2013-06",2.9,
"GBR","CPI","TOT","AGRWTH","M","2013-07",2.8,
"GBR","CPI","TOT","AGRWTH","M","2013-08",2.7,
"GBR","CPI","TOT","AGRWTH","M","2013-09",2.7,
"GBR","CPI","TOT","AGRWTH","M","2013-10",2.2,
"GBR","CPI","TOT","AGRWTH","M","2013-11",2.1,
"GBR","CPI","TOT","AGRWTH","M","2013-12",2,
"GBR","CPI","TOT","AGRWTH","M","2014-01",1.9,
"GBR","CPI","TOT","AGRWTH","M","2014-02",1.7,
"GBR","CPI","TOT","AGRWTH","M","2014-03",1.6,
"GBR","CPI","TOT","AGRWTH","M","2014-04",1.8,
"GBR","CPI","TOT","AGRWTH","M","2014-05",1.5,
"GBR","CPI","TOT","AGRWTH","M","2014-06",1.9,
"GBR","CPI","TOT","AGRWTH","M","2014-07",1.6,
"GBR","CPI","TOT","AGRWTH","M","2014-08",1.5,
"GBR","CPI","TOT","AGRWTH","M","2014-09",1.2,
"GBR","CPI","TOT","AGRWTH","M","2014-10",1.3,
"GBR","CPI","TOT","AGRWTH","M","2014-11",1,
"GBR","CPI","TOT","AGRWTH","M","2014-12",0.5,
"GBR","CPI","TOT","AGRWTH","M","2015-01",0.3,
"GBR","CPI","TOT","AGRWTH","M","2015-02",0,
"GBR","CPI","TOT","AGRWTH","M","2015-03",0,
"GBR","CPI","TOT","AGRWTH","M","2015-04",-0.1,
"GBR","CPI","TOT","AGRWTH","M","2015-05",0.1,
"GBR","CPI","TOT","AGRWTH","M","2015-06",0,
"GBR","CPI","TOT","AGRWTH","M","2015-07",0.1,
"GBR","CPI","TOT","AGRWTH","M","2015-08",0,
"GBR","CPI","TOT","AGRWTH","M","2015-09",-0.1,
"GBR","CPI","TOT","AGRWTH","M","2015-10",-0.1,
"GBR","CPI","TOT","AGRWTH","M","2015-11",0.1,
"GBR","CPI","TOT","AGRWTH","M","2015-12",0.2,
"GBR","CPI","TOT","AGRWTH","M","2016-01",0.3,
"GBR","CPI","TOT","AGRWTH","M","2016-02",0.3,
"GBR","CPI","TOT","AGRWTH","M","2016-03",0.5,
"GBR","CPI","TOT","AGRWTH","M","2016-04",0.3,
"GBR","CPI","TOT","AGRWTH","M","2016-05",0.3,
"GBR","CPI","TOT","AGRWTH","M","2016-06",0.5,
"GBR","CPI","TOT","AGRWTH","M","2016-07",0.6,
"GBR","CPI","TOT","AGRWTH","M","2016-08",0.6,
"GBR","CPI","TOT","AGRWTH","M","2016-09",1,
"GBR","CPI","TOT","AGRWTH","M","2016-10",0.9,
"GBR","CPI","TOT","AGRWTH","M","2016-11",1.2,
"GBR","CPI","TOT","AGRWTH","M","2016-12",1.6,
"GBR","CPI","TOT","AGRWTH","M","2017-01",1.8,
"GBR","CPI","TOT","AGRWTH","M","2017-02",2.3,
"GBR","CPI","TOT","AGRWTH","M","2017-03",2.3,
"GBR","CPI","TOT","AGRWTH","M","2017-04",2.7,
"GBR","CPI","TOT","AGRWTH","M","2017-05",2.9,
"GBR","CPI","TOT","AGRWTH","M","2017-06",2.6,
"GBR","CPI","TOT","AGRWTH","M","2017-07",2.6,
"GBR","CPI","TOT","AGRWTH","M","2017-08",2.9,
"GBR","CPI","TOT","AGRWTH","M","2017-09",3,
"GBR","CPI","TOT","AGRWTH","M","2017-10",3,
"GBR","CPI","TOT","AGRWTH","M","2017-11",3.1,
"GBR","CPI","TOT","AGRWTH","M","2017-12",3,
"GBR","CPI","TOT","AGRWTH","M","2018-01",3,
"GBR","CPI","TOT","AGRWTH","M","2018-02",2.7,
"GBR","CPI","TOT","AGRWTH","M","2018-03",2.5,
"USA","CPI","TOT","AGRWTH","M","1996-01",2.727878,
"USA","CPI","TOT","AGRWTH","M","1996-02",2.650762,
"USA","CPI","TOT","AGRWTH","M","1996-03",2.840158,
"USA","CPI","TOT","AGRWTH","M","1996-04",2.896642,
"USA","CPI","TOT","AGRWTH","M","1996-05",2.890933,
"USA","CPI","TOT","AGRWTH","M","1996-06",2.754098,
"USA","CPI","TOT","AGRWTH","M","1996-07",2.95082,
"USA","CPI","TOT","AGRWTH","M","1996-08",2.877698,
"USA","CPI","TOT","AGRWTH","M","1996-09",3.002611,
"USA","CPI","TOT","AGRWTH","M","1996-10",2.992843,
"USA","CPI","TOT","AGRWTH","M","1996-11",3.255208,
"USA","CPI","TOT","AGRWTH","M","1996-12",3.322476,
"USA","CPI","TOT","AGRWTH","M","1997-01",3.044041,
"USA","CPI","TOT","AGRWTH","M","1997-02",3.034216,
"USA","CPI","TOT","AGRWTH","M","1997-03",2.761721,
"USA","CPI","TOT","AGRWTH","M","1997-04",2.495202,
"USA","CPI","TOT","AGRWTH","M","1997-05",2.234994,
"USA","CPI","TOT","AGRWTH","M","1997-06",2.297384,
"USA","CPI","TOT","AGRWTH","M","1997-07",2.229299,
"USA","CPI","TOT","AGRWTH","M","1997-08",2.225048,
"USA","CPI","TOT","AGRWTH","M","1997-09",2.154626,
"USA","CPI","TOT","AGRWTH","M","1997-10",2.084649,
"USA","CPI","TOT","AGRWTH","M","1997-11",1.828499,
"USA","CPI","TOT","AGRWTH","M","1997-12",1.702396,
"USA","CPI","TOT","AGRWTH","M","1998-01",1.571339,
"USA","CPI","TOT","AGRWTH","M","1998-02",1.441103,
"USA","CPI","TOT","AGRWTH","M","1998-03",1.375,
"USA","CPI","TOT","AGRWTH","M","1998-04",1.435705,
"USA","CPI","TOT","AGRWTH","M","1998-05",1.686446,
"USA","CPI","TOT","AGRWTH","M","1998-06",1.684342,
"USA","CPI","TOT","AGRWTH","M","1998-07",1.682243,
"USA","CPI","TOT","AGRWTH","M","1998-08",1.616915,
"USA","CPI","TOT","AGRWTH","M","1998-09",1.488834,
"USA","CPI","TOT","AGRWTH","M","1998-10",1.485149,
"USA","CPI","TOT","AGRWTH","M","1998-11",1.547988,
"USA","CPI","TOT","AGRWTH","M","1998-12",1.611903,
"USA","CPI","TOT","AGRWTH","M","1999-01",1.670792,
"USA","CPI","TOT","AGRWTH","M","1999-02",1.60593,
"USA","CPI","TOT","AGRWTH","M","1999-03",1.726264,
"USA","CPI","TOT","AGRWTH","M","1999-04",2.276923,
"USA","CPI","TOT","AGRWTH","M","1999-05",2.088452,
"USA","CPI","TOT","AGRWTH","M","1999-06",1.96319,
"USA","CPI","TOT","AGRWTH","M","1999-07",2.144608,
"USA","CPI","TOT","AGRWTH","M","1999-08",2.264382,
"USA","CPI","TOT","AGRWTH","M","1999-09",2.628362,
"USA","CPI","TOT","AGRWTH","M","1999-10",2.560976,
"USA","CPI","TOT","AGRWTH","M","1999-11",2.621951,
"USA","CPI","TOT","AGRWTH","M","1999-12",2.684564,
"USA","CPI","TOT","AGRWTH","M","2000-01",2.738892,
"USA","CPI","TOT","AGRWTH","M","2000-02",3.221884,
"USA","CPI","TOT","AGRWTH","M","2000-03",3.757576,
"USA","CPI","TOT","AGRWTH","M","2000-04",3.068592,
"USA","CPI","TOT","AGRWTH","M","2000-05",3.188929,
"USA","CPI","TOT","AGRWTH","M","2000-06",3.730445,
"USA","CPI","TOT","AGRWTH","M","2000-07",3.659268,
"USA","CPI","TOT","AGRWTH","M","2000-08",3.411131,
"USA","CPI","TOT","AGRWTH","M","2000-09",3.454437,
"USA","CPI","TOT","AGRWTH","M","2000-10",3.448276,
"USA","CPI","TOT","AGRWTH","M","2000-11",3.446227,
"USA","CPI","TOT","AGRWTH","M","2000-12",3.386809,
"USA","CPI","TOT","AGRWTH","M","2001-01",3.732228,
"USA","CPI","TOT","AGRWTH","M","2001-02",3.533569,
"USA","CPI","TOT","AGRWTH","M","2001-03",2.920561,
"USA","CPI","TOT","AGRWTH","M","2001-04",3.269119,
"USA","CPI","TOT","AGRWTH","M","2001-05",3.61516,
"USA","CPI","TOT","AGRWTH","M","2001-06",3.24826,
"USA","CPI","TOT","AGRWTH","M","2001-07",2.719908,
"USA","CPI","TOT","AGRWTH","M","2001-08",2.719908,
"USA","CPI","TOT","AGRWTH","M","2001-09",2.648244,
"USA","CPI","TOT","AGRWTH","M","2001-10",2.126437,
"USA","CPI","TOT","AGRWTH","M","2001-11",1.895462,
"USA","CPI","TOT","AGRWTH","M","2001-12",1.551724,
"USA","CPI","TOT","AGRWTH","M","2002-01",1.142204,
"USA","CPI","TOT","AGRWTH","M","2002-02",1.137656,
"USA","CPI","TOT","AGRWTH","M","2002-03",1.475596,
"USA","CPI","TOT","AGRWTH","M","2002-04",1.639344,
"USA","CPI","TOT","AGRWTH","M","2002-05",1.181767,
"USA","CPI","TOT","AGRWTH","M","2002-06",1.067416,
"USA","CPI","TOT","AGRWTH","M","2002-07",1.464789,
"USA","CPI","TOT","AGRWTH","M","2002-08",1.802817,
"USA","CPI","TOT","AGRWTH","M","2002-09",1.514302,
"USA","CPI","TOT","AGRWTH","M","2002-10",2.025886,
"USA","CPI","TOT","AGRWTH","M","2002-11",2.198422,
"USA","CPI","TOT","AGRWTH","M","2002-12",2.37691,
"USA","CPI","TOT","AGRWTH","M","2003-01",2.597403,
"USA","CPI","TOT","AGRWTH","M","2003-02",2.980877,
"USA","CPI","TOT","AGRWTH","M","2003-03",3.020134,
"USA","CPI","TOT","AGRWTH","M","2003-04",2.224694,
"USA","CPI","TOT","AGRWTH","M","2003-05",2.057842,
"USA","CPI","TOT","AGRWTH","M","2003-06",2.112285,
"USA","CPI","TOT","AGRWTH","M","2003-07",2.109939,
"USA","CPI","TOT","AGRWTH","M","2003-08",2.158273,
"USA","CPI","TOT","AGRWTH","M","2003-09",2.320442,
"USA","CPI","TOT","AGRWTH","M","2003-10",2.040816,
"USA","CPI","TOT","AGRWTH","M","2003-11",1.76503,
"USA","CPI","TOT","AGRWTH","M","2003-12",1.879491,
"USA","CPI","TOT","AGRWTH","M","2004-01",1.926252,
"USA","CPI","TOT","AGRWTH","M","2004-02",1.693064,
"USA","CPI","TOT","AGRWTH","M","2004-03",1.737242,
"USA","CPI","TOT","AGRWTH","M","2004-04",2.285093,
"USA","CPI","TOT","AGRWTH","M","2004-05",3.051771,
"USA","CPI","TOT","AGRWTH","M","2004-06",3.266195,
"USA","CPI","TOT","AGRWTH","M","2004-07",2.990756,
"USA","CPI","TOT","AGRWTH","M","2004-08",2.654388,
"USA","CPI","TOT","AGRWTH","M","2004-09",2.537797,
"USA","CPI","TOT","AGRWTH","M","2004-10",3.189189,
"USA","CPI","TOT","AGRWTH","M","2004-11",3.523035,
"USA","CPI","TOT","AGRWTH","M","2004-12",3.255562,
"USA","CPI","TOT","AGRWTH","M","2005-01",2.969762,
"USA","CPI","TOT","AGRWTH","M","2005-02",3.007519,
"USA","CPI","TOT","AGRWTH","M","2005-03",3.148346,
"USA","CPI","TOT","AGRWTH","M","2005-04",3.510638,
"USA","CPI","TOT","AGRWTH","M","2005-05",2.80275,
"USA","CPI","TOT","AGRWTH","M","2005-06",2.530311,
"USA","CPI","TOT","AGRWTH","M","2005-07",3.167899,
"USA","CPI","TOT","AGRWTH","M","2005-08",3.641161,
"USA","CPI","TOT","AGRWTH","M","2005-09",4.686677,
"USA","CPI","TOT","AGRWTH","M","2005-10",4.347826,
"USA","CPI","TOT","AGRWTH","M","2005-11",3.455497,
"USA","CPI","TOT","AGRWTH","M","2005-12",3.415659,
"USA","CPI","TOT","AGRWTH","M","2006-01",3.985317,
"USA","CPI","TOT","AGRWTH","M","2006-02",3.597497,
"USA","CPI","TOT","AGRWTH","M","2006-03",3.362649,
"USA","CPI","TOT","AGRWTH","M","2006-04",3.545735,
"USA","CPI","TOT","AGRWTH","M","2006-05",4.166667,
"USA","CPI","TOT","AGRWTH","M","2006-06",4.318766,
"USA","CPI","TOT","AGRWTH","M","2006-07",4.145343,
"USA","CPI","TOT","AGRWTH","M","2006-08",3.818737,
"USA","CPI","TOT","AGRWTH","M","2006-09",2.062374,
"USA","CPI","TOT","AGRWTH","M","2006-10",1.305221,
"USA","CPI","TOT","AGRWTH","M","2006-11",1.973684,
"USA","CPI","TOT","AGRWTH","M","2006-12",2.54065,
"USA","CPI","TOT","AGRWTH","M","2007-01",2.075643,
"USA","CPI","TOT","AGRWTH","M","2007-02",2.415199,
"USA","CPI","TOT","AGRWTH","M","2007-03",2.778779,
"USA","CPI","TOT","AGRWTH","M","2007-04",2.573697,
"USA","CPI","TOT","AGRWTH","M","2007-05",2.690864,
"USA","CPI","TOT","AGRWTH","M","2007-06",2.687038,
"USA","CPI","TOT","AGRWTH","M","2007-07",2.358231,
"USA","CPI","TOT","AGRWTH","M","2007-08",1.970083,
"USA","CPI","TOT","AGRWTH","M","2007-09",2.755052,
"USA","CPI","TOT","AGRWTH","M","2007-10",3.536175,
"USA","CPI","TOT","AGRWTH","M","2007-11",4.306203,
"USA","CPI","TOT","AGRWTH","M","2007-12",4.081269,
"USA","CPI","TOT","AGRWTH","M","2008-01",4.280294,
"USA","CPI","TOT","AGRWTH","M","2008-02",4.026556,
"USA","CPI","TOT","AGRWTH","M","2008-03",3.981456,
"USA","CPI","TOT","AGRWTH","M","2008-04",3.93689,
"USA","CPI","TOT","AGRWTH","M","2008-05",4.175543,
"USA","CPI","TOT","AGRWTH","M","2008-06",5.02179,
"USA","CPI","TOT","AGRWTH","M","2008-07",5.600123,
"USA","CPI","TOT","AGRWTH","M","2008-08",5.371855,
"USA","CPI","TOT","AGRWTH","M","2008-09",4.936927,
"USA","CPI","TOT","AGRWTH","M","2008-10",3.655186,
"USA","CPI","TOT","AGRWTH","M","2008-11",1.069575,
"USA","CPI","TOT","AGRWTH","M","2008-12",0.0914129,
"USA","CPI","TOT","AGRWTH","M","2009-01",0.0298465,
"USA","CPI","TOT","AGRWTH","M","2009-02",0.2361911,
"USA","CPI","TOT","AGRWTH","M","2009-03",-0.3835562,
"USA","CPI","TOT","AGRWTH","M","2009-04",-0.7368857,
"USA","CPI","TOT","AGRWTH","M","2009-05",-1.281436,
"USA","CPI","TOT","AGRWTH","M","2009-06",-1.426776,
"USA","CPI","TOT","AGRWTH","M","2009-07",-2.097161,
"USA","CPI","TOT","AGRWTH","M","2009-08",-1.484349,
"USA","CPI","TOT","AGRWTH","M","2009-09",-1.286206,
"USA","CPI","TOT","AGRWTH","M","2009-10",-0.1828483,
"USA","CPI","TOT","AGRWTH","M","2009-11",1.838296,
"USA","CPI","TOT","AGRWTH","M","2009-12",2.721331,
"USA","CPI","TOT","AGRWTH","M","2010-01",2.625709,
"USA","CPI","TOT","AGRWTH","M","2010-02",2.143332,
"USA","CPI","TOT","AGRWTH","M","2010-03",2.313959,
"USA","CPI","TOT","AGRWTH","M","2010-04",2.236447,
"USA","CPI","TOT","AGRWTH","M","2010-05",2.020986,
"USA","CPI","TOT","AGRWTH","M","2010-06",1.053349,
"USA","CPI","TOT","AGRWTH","M","2010-07",1.235193,
"USA","CPI","TOT","AGRWTH","M","2010-08",1.148105,
"USA","CPI","TOT","AGRWTH","M","2010-09",1.143683,
"USA","CPI","TOT","AGRWTH","M","2010-10",1.172188,
"USA","CPI","TOT","AGRWTH","M","2010-11",1.143161,
"USA","CPI","TOT","AGRWTH","M","2010-12",1.495723,
"USA","CPI","TOT","AGRWTH","M","2011-01",1.631847,
"USA","CPI","TOT","AGRWTH","M","2011-02",2.107585,
"USA","CPI","TOT","AGRWTH","M","2011-03",2.681603,
"USA","CPI","TOT","AGRWTH","M","2011-04",3.163631,
"USA","CPI","TOT","AGRWTH","M","2011-05",3.568646,
"USA","CPI","TOT","AGRWTH","M","2011-06",3.558828,
"USA","CPI","TOT","AGRWTH","M","2011-07",3.628716,
"USA","CPI","TOT","AGRWTH","M","2011-08",3.771208,
"USA","CPI","TOT","AGRWTH","M","2011-09",3.868357,
"USA","CPI","TOT","AGRWTH","M","2011-10",3.5252,
"USA","CPI","TOT","AGRWTH","M","2011-11",3.394378,
"USA","CPI","TOT","AGRWTH","M","2011-12",2.962419,
"USA","CPI","TOT","AGRWTH","M","2012-01",2.925217,
"USA","CPI","TOT","AGRWTH","M","2012-02",2.871099,
"USA","CPI","TOT","AGRWTH","M","2012-03",2.651398,
"USA","CPI","TOT","AGRWTH","M","2012-04",2.30274,
"USA","CPI","TOT","AGRWTH","M","2012-05",1.704254,
"USA","CPI","TOT","AGRWTH","M","2012-06",1.663994,
"USA","CPI","TOT","AGRWTH","M","2012-07",1.408451,
"USA","CPI","TOT","AGRWTH","M","2012-08",1.692379,
"USA","CPI","TOT","AGRWTH","M","2012-09",1.991282,
"USA","CPI","TOT","AGRWTH","M","2012-10",2.162344,
"USA","CPI","TOT","AGRWTH","M","2012-11",1.764134,
"USA","CPI","TOT","AGRWTH","M","2012-12",1.741022,
"USA","CPI","TOT","AGRWTH","M","2013-01",1.594865,
"USA","CPI","TOT","AGRWTH","M","2013-02",1.977924,
"USA","CPI","TOT","AGRWTH","M","2013-03",1.473896,
"USA","CPI","TOT","AGRWTH","M","2013-04",1.063085,
"USA","CPI","TOT","AGRWTH","M","2013-05",1.361965,
"USA","CPI","TOT","AGRWTH","M","2013-06",1.754417,
"USA","CPI","TOT","AGRWTH","M","2013-07",1.960682,
"USA","CPI","TOT","AGRWTH","M","2013-08",1.518368,
"USA","CPI","TOT","AGRWTH","M","2013-09",1.184925,
"USA","CPI","TOT","AGRWTH","M","2013-10",0.9636127,
"USA","CPI","TOT","AGRWTH","M","2013-11",1.237072,
"USA","CPI","TOT","AGRWTH","M","2013-12",1.501736,
"USA","CPI","TOT","AGRWTH","M","2014-01",1.578947,
"USA","CPI","TOT","AGRWTH","M","2014-02",1.126349,
"USA","CPI","TOT","AGRWTH","M","2014-03",1.512203,
"USA","CPI","TOT","AGRWTH","M","2014-04",1.952858,
"USA","CPI","TOT","AGRWTH","M","2014-05",2.127111,
"USA","CPI","TOT","AGRWTH","M","2014-06",2.072341,
"USA","CPI","TOT","AGRWTH","M","2014-07",1.992329,
"USA","CPI","TOT","AGRWTH","M","2014-08",1.699611,
"USA","CPI","TOT","AGRWTH","M","2014-09",1.657919,
"USA","CPI","TOT","AGRWTH","M","2014-10",1.66434,
