"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"NLD","CLI","AMPLITUD","LTRENDIDX","M","1984-09",100.321,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","1984-10",100.3759,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","1984-11",100.4786,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","1984-12",100.6256,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","1985-01",100.8022,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","1985-02",100.9684,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","1985-03",101.0684,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","1985-04",101.0939,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","1985-05",101.0782,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","1985-06",101.0437,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","1985-07",100.9982,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","1985-08",100.9475,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","1985-09",100.9026,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","1985-10",100.8668,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","1985-11",100.8321,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","1985-12",100.7868,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","1986-01",100.7362,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","1986-02",100.6733,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","1986-03",100.6063,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","1986-04",100.5396,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","1986-05",100.4771,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","1986-06",100.4108,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","1986-07",100.3302,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","1986-08",100.2393,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","1986-09",100.1451,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","1986-10",100.0566,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","1986-11",99.96688,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","1986-12",99.86687,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","1987-01",99.76475,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","1987-02",99.68513,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","1987-03",99.63187,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","1987-04",99.60243,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","1987-05",99.59415,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","1987-06",99.5983,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","1987-07",99.59622,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","1987-08",99.57493,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","1987-09",99.51875,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","1987-10",99.41957,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","1987-11",99.29335,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","1987-12",99.18115,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","1988-01",99.11964,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","1988-02",99.12782,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","1988-03",99.19836,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","1988-04",99.31189,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","1988-05",99.43927,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","1988-06",99.57006,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","1988-07",99.69386,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","1988-08",99.80643,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","1988-09",99.90388,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","1988-10",100.0003,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","1988-11",100.0992,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","1988-12",100.1997,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","1989-01",100.2968,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","1989-02",100.389,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","1989-03",100.4827,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","1989-04",100.5765,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","1989-05",100.6589,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","1989-06",100.7267,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","1989-07",100.7777,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","1989-08",100.8143,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","1989-09",100.8343,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","1989-10",100.8383,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","1989-11",100.8231,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","1989-12",100.7923,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","1990-01",100.7565,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","1990-02",100.726,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","1990-03",100.7031,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","1990-04",100.6852,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","1990-05",100.6584,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","1990-06",100.6084,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","1990-07",100.523,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","1990-08",100.4036,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","1990-09",100.2589,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","1990-10",100.1033,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","1990-11",99.95274,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","1990-12",99.81943,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","1991-01",99.71061,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","1991-02",99.64156,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","1991-03",99.61407,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","1991-04",99.60543,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","1991-05",99.61051,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","1991-06",99.61668,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","1991-07",99.62049,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","1991-08",99.62791,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","1991-09",99.637,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","1991-10",99.64989,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","1991-11",99.67878,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","1991-12",99.71293,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","1992-01",99.74447,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","1992-02",99.75991,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","1992-03",99.75166,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","1992-04",99.7224,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","1992-05",99.66187,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","1992-06",99.56203,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","1992-07",99.41286,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","1992-08",99.2169,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","1992-09",98.97755,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","1992-10",98.7139,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","1992-11",98.45451,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","1992-12",98.24306,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","1993-01",98.09091,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","1993-02",97.98878,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","1993-03",97.93886,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","1993-04",97.9419,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","1993-05",97.99446,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","1993-06",98.09121,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","1993-07",98.21989,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","1993-08",98.36713,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","1993-09",98.52194,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","1993-10",98.67432,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","1993-11",98.82819,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","1993-12",98.99728,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","1994-01",99.19382,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","1994-02",99.40383,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","1994-03",99.61009,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","1994-04",99.81346,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","1994-05",100.0124,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","1994-06",100.2147,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","1994-07",100.4113,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","1994-08",100.5832,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","1994-09",100.7066,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","1994-10",100.7679,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","1994-11",100.7739,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","1994-12",100.7379,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","1995-01",100.6707,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","1995-02",100.579,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","1995-03",100.4626,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","1995-04",100.3265,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","1995-05",100.1837,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","1995-06",100.0448,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","1995-07",99.92361,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","1995-08",99.82069,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","1995-09",99.73067,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","1995-10",99.64685,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","1995-11",99.5649,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","1995-12",99.4724,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","1996-01",99.37057,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","1996-02",99.395,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","1996-03",99.43581,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","1996-04",99.49389,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","1996-05",99.5537,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","1996-06",99.60431,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","1996-07",99.65402,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","1996-08",99.72611,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","1996-09",99.83093,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","1996-10",99.97124,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","1996-11",100.137,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","1996-12",100.3211,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","1997-01",100.5137,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","1997-02",100.698,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","1997-03",100.8614,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","1997-04",100.9982,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","1997-05",101.1124,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","1997-06",101.1991,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","1997-07",101.2545,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","1997-08",101.2797,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","1997-09",101.2803,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","1997-10",101.2617,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","1997-11",101.2283,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","1997-12",101.1834,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","1998-01",101.1285,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","1998-02",101.0806,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","1998-03",101.0342,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","1998-04",100.9792,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","1998-05",100.9168,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","1998-06",100.8395,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","1998-07",100.7312,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","1998-08",100.5692,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","1998-09",100.3705,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","1998-10",100.1705,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","1998-11",100.0112,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","1998-12",99.89954,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","1999-01",99.82746,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","1999-02",99.78828,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","1999-03",99.78738,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","1999-04",99.82984,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","1999-05",99.91621,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","1999-06",100.0476,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","1999-07",100.2176,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","1999-08",100.4161,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","1999-09",100.63,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","1999-10",100.8345,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","1999-11",101.0167,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","1999-12",101.1761,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2000-01",101.318,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2000-02",101.4475,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2000-03",101.568,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2000-04",101.6782,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2000-05",101.7758,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2000-06",101.8548,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2000-07",101.9029,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2000-08",101.9083,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2000-09",101.8625,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2000-10",101.7646,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2000-11",101.616,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2000-12",101.429,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2001-01",101.2194,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2001-02",101.0004,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2001-03",100.7833,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2001-04",100.5739,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2001-05",100.3659,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2001-06",100.1477,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2001-07",99.92048,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2001-08",99.69596,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2001-09",99.50202,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2001-10",99.37803,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2001-11",99.36407,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2001-12",99.45953,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2002-01",99.63139,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2002-02",99.83321,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2002-03",100.0096,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2002-04",100.1136,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2002-05",100.1211,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2002-06",100.0337,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2002-07",99.87701,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2002-08",99.68423,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2002-09",99.47316,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2002-10",99.26592,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2002-11",99.07611,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2002-12",98.89028,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2003-01",98.70193,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2003-02",98.52348,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2003-03",98.38308,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2003-04",98.29951,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2003-05",98.27668,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2003-06",98.31095,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2003-07",98.40536,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2003-08",98.5552,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2003-09",98.74358,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2003-10",98.95253,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2003-11",99.16851,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2003-12",99.3733,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2004-01",99.55033,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2004-02",99.69873,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2004-03",99.82543,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2004-04",99.93757,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2004-05",100.037,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2004-06",100.12,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2004-07",100.1782,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2004-08",100.2058,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2004-09",100.2041,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2004-10",100.1746,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2004-11",100.1306,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2004-12",100.0848,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2005-01",100.0469,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2005-02",100.0147,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2005-03",99.9852,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2005-04",99.95966,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2005-05",99.94387,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2005-06",99.95444,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2005-07",100.0092,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2005-08",100.1129,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2005-09",100.2615,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2005-10",100.4413,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2005-11",100.6331,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2005-12",100.8295,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2006-01",101.0171,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2006-02",101.1842,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2006-03",101.3294,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2006-04",101.4543,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2006-05",101.5673,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2006-06",101.685,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2006-07",101.8094,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2006-08",101.9396,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2006-09",102.069,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2006-10",102.1872,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2006-11",102.2849,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2006-12",102.3662,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2007-01",102.43,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2007-02",102.4751,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2007-03",102.4897,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2007-04",102.4798,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2007-05",102.452,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2007-06",102.4053,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2007-07",102.3414,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2007-08",102.2573,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2007-09",102.1641,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2007-10",102.0814,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2007-11",102.0088,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2007-12",101.9417,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2008-01",101.8725,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2008-02",101.788,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2008-03",101.6836,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2008-04",101.5499,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2008-05",101.3671,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2008-06",101.0957,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2008-07",100.6973,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2008-08",100.1521,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2008-09",99.45173,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2008-10",98.63606,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2008-11",97.80026,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2008-12",97.04454,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2009-01",96.46746,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2009-02",96.11067,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2009-03",95.9923,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2009-04",96.09599,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2009-05",96.36948,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2009-06",96.75592,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2009-07",97.21741,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2009-08",97.72207,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2009-09",98.22332,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2009-10",98.69122,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2009-11",99.12492,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2009-12",99.51627,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2010-01",99.86235,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2010-02",100.17,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2010-03",100.4468,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2010-04",100.6819,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2010-05",100.8695,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2010-06",101.0218,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2010-07",101.1652,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2010-08",101.3178,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2010-09",101.49,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2010-10",101.6732,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2010-11",101.8506,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2010-12",102.0112,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2011-01",102.143,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2011-02",102.222,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2011-03",102.2123,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2011-04",102.0858,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2011-05",101.8449,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2011-06",101.5197,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2011-07",101.1543,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2011-08",100.7872,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2011-09",100.4628,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2011-10",100.206,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2011-11",100.0208,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2011-12",99.90697,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2012-01",99.8387,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2012-02",99.78922,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2012-03",99.73488,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2012-04",99.66427,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2012-05",99.5789,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2012-06",99.49782,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2012-07",99.43105,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2012-08",99.37448,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2012-09",99.32367,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2012-10",99.27925,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2012-11",99.24627,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2012-12",99.23465,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2013-01",99.245,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2013-02",99.27392,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2013-03",99.31701,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2013-04",99.38141,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2013-05",99.47187,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2013-06",99.58938,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2013-07",99.73798,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2013-08",99.9169,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2013-09",100.1038,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2013-10",100.288,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2013-11",100.4468,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2013-12",100.5681,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2014-01",100.6545,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2014-02",100.711,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2014-03",100.7463,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2014-04",100.7598,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2014-05",100.757,
"NLD","CLI","AMPLITUD","LTRENDIDX","M","2014-06",100.7398,
